1615706100000,60756.33000000,60912.34000000,60604.47000000,60905.64000000,394.14182800,1615706999999,23937307.66444186,15154,197.01331800,11965386.99771647,0
1615707000000,60905.64000000,60905.65000000,60650.23000000,60766.98000000,270.67923300,1615707899999,16456045.09965135,10911,127.50277000,7751221.84713757,0
1615707900000,60766.98000000,60766.98000000,60455.28000000,60494.80000000,549.27606600,1615708799999,33272060.97701358,17528,236.36936700,14318022.13816704,0
1615708800000,60494.80000000,60718.20000000,60250.01000000,60705.98000000,839.89979600,1615709699999,50803314.40681682,33292,453.63701700,27446755.73392845,0
1615709700000,60705.97000000,60836.39000000,60511.53000000,60749.99000000,512.77925500,1615710599999,31130677.05243118,24182,264.38544400,16054864.53890167,0
1615710600000,60749.99000000,60806.02000000,60580.15000000,60806.02000000,460.15156000,1615711499999,27925519.16101732,21911,213.32022000,12946593.77789674,0
1615711500000,60806.02000000,60871.03000000,60714.28000000,60787.75000000,350.87062900,1615712399999,21329898.11591507,19595,143.93022800,8748861.11708725,0
1615712400000,60787.75000000,60985.59000000,60687.99000000,60910.11000000,401.83014700,1615713299999,24460398.83602056,13228,193.76127000,11794134.64760861,0
1615713300000,60913.73000000,60975.63000000,60618.00000000,60937.38000000,517.84302900,1615714199999,31523063.96550482,13775,212.19157200,12919291.08254479,0
1615714200000,60937.37000000,61110.53000000,60937.37000000,61009.56000000,542.14734000,1615715099999,33093545.53246010,15398,265.64433800,16214856.70932320,0
1615715100000,61009.56000000,61110.00000000,60900.00000000,60934.11000000,385.51788700,1615715999999,23523396.28798764,13481,197.02537900,12022036.33238905,0
1615716000000,60933.62000000,60970.00000000,60702.98000000,60741.21000000,504.69906100,1615716899999,30691476.12141378,16899,265.47617900,16143454.76152712,0
1615716900000,60741.21000000,60835.57000000,60571.76000000,60584.85000000,549.53148700,1615717799999,33359562.80439967,16514,276.00668400,16755830.71598741,0
1615717800000,60584.85000000,60591.04000000,60182.89000000,60341.24000000,1160.92053100,1615718699999,70123255.44436206,29217,621.42220400,37539741.07756635,0
1615718700000,60341.25000000,60469.38000000,60135.37000000,60293.09000000,732.15073200,1615719599999,44175131.91349426,22592,367.12657800,22153229.13463656,0
1615719600000,60293.08000000,60405.03000000,59850.00000000,60032.34000000,1263.69986600,1615720499999,75967015.95482470,48737,562.58196900,33829416.22705034,0
1615720500000,60035.35000000,60129.53000000,59354.62000000,59690.63000000,1728.32880200,1615721399999,103280757.44135952,55804,792.00991000,47346344.15014747,0
1615721400000,59690.71000000,60013.33000000,59686.99000000,59810.07000000,781.11122300,1615722299999,46772146.06182862,35203,380.67666300,22795013.99891454,0
1615722300000,59810.06000000,60330.00000000,59666.67000000,60308.31000000,859.18131300,1615723199999,51563061.29668024,35387,460.19413200,27620429.53408038,0
1615723200000,60308.30000000,60463.57000000,60200.64000000,60301.02000000,670.94458200,1615724099999,40482692.74307112,20267,319.78225700,19294144.05878994,0
1615724100000,60301.01000000,60550.00000000,60142.86000000,60358.27000000,715.90619600,1615724999999,43227776.63337086,19193,358.68400000,21661538.25455076,0
1615725000000,60355.04000000,60488.70000000,60283.33000000,60358.83000000,434.06907200,1615725899999,26214128.12390816,15853,193.16484000,11664946.95418070,0
1615725900000,60358.84000000,60459.00000000,60140.96000000,60427.82000000,475.87370700,1615726799999,28708319.66171030,18053,226.19295600,13647628.51278865,0
1615726800000,60427.81000000,60481.70000000,60241.20000000,60249.94000000,523.24158800,1615727699999,31598379.15898673,20123,235.77627400,14238877.14434689,0
1615727700000,60249.93000000,60390.01000000,59978.26000000,60155.08000000,631.05714000,1615728599999,37966131.90458853,21228,301.72856800,18152960.19850013,0
1615728600000,60154.24000000,60155.28000000,59800.00000000,59894.66000000,762.24908400,1615729499999,45664549.17792393,22565,365.39736300,21890583.45355902,0
1615729500000,59894.66000000,60073.76000000,59734.03000000,59940.00000000,626.53207100,1615730399999,37540161.32838098,19059,302.42869100,18121394.86922874,0
1615730400000,59940.00000000,60324.97000000,59868.12000000,60299.94000000,599.07029900,1615731299999,36024615.62609384,17723,311.31728400,18721559.27167510,0
1615731300000,60299.95000000,60366.23000000,60099.87000000,60180.98000000,392.64017500,1615732199999,23648592.79904719,13851,174.85328200,10531254.81768275,0
1615732200000,60180.98000000,60477.83000000,60180.97000000,60280.65000000,485.85878100,1615733099999,29320167.24869631,15364,267.67278400,16153933.04481793,0
1615733100000,60280.65000000,60289.20000000,59919.20000000,60001.91000000,473.17435000,1615733999999,28417229.34891339,16667,247.82671300,14883811.70698732,0
1615734000000,60001.90000000,60089.99000000,59888.00000000,59940.01000000,453.76101600,1615734899999,27216239.25390804,16290,212.16457700,12726190.86404847,0
1615734900000,59940.00000000,60081.00000000,59750.00000000,60068.82000000,612.78119000,1615735799999,36704718.27172676,18366,264.17374600,15827819.60304377,0
1615735800000,60068.81000000,60150.00000000,59650.00000000,59790.07000000,682.32017400,1615736699999,40865309.29340567,19705,321.84527700,19287212.45430953,0
1615736700000,59790.06000000,59882.02000000,59470.00000000,59681.26000000,746.75287600,1615737599999,44549976.12345127,22340,266.05536100,15880474.05358173,0
1615737600000,59681.21000000,59968.81000000,59300.00000000,59934.31000000,1263.83470800,1615738499999,75308857.46195274,40968,551.97377600,32905064.26623326,0
1615738500000,59933.00000000,60066.59000000,59775.51000000,59804.57000000,635.10564800,1615739399999,38062561.96467632,26786,264.38141100,15844171.26086305,0
1615739400000,59801.04000000,59813.91000000,59466.45000000,59798.53000000,630.33681900,1615740299999,37596065.43366096,27480,282.24168600,16837547.28387365,0
